LotArea,LotShape,BldgType,YearBuilt,Neighborhood,YearRemodAdd,Heating,TtlHouseSF,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,DateSold,SalePrice
3880,Reg,1Fam,1945,OldTown,1997,GasA,1552,1,0,2,0,NA,0,Y,0,2007-8-1,110500
5000,Reg,1Fam,1900,OldTown,1950,GasA,1980,1,0,3,0,Attchd,1,Y,0,2006-4-1,79000
10762,Reg,TwnhsE,1980,SawyerW,1980,GasA,1843,1,1,3,1,Attchd,1,Y,0,2009-4-1,120000
8880,IR1,1Fam,1994,SawyerW,2002,GasA,3058,2,1,3,2,Attchd,2,Y,0,2010-5-1,205000
10400,Reg,1Fam,1988,NWAmes,1988,GasA,3717,2,0,3,1,Attchd,2,Y,0,2006-6-1,241500
9142,Reg,2fmCon,1910,OldTown,1950,GasA,2948,2,0,4,0,Detchd,1,Y,0,2006-4-1,137000
11310,Reg,1Fam,1954,NAmes,1954,GasA,2742,1,0,2,1,Attchd,2,Y,0,2006-6-1,140000
11317,Reg,1Fam,2003,CollgCr,2003,GasA,2508,2,1,3,0,Attchd,2,Y,0,2007-9-1,180000
159000,IR2,1Fam,1958,ClearCr,2006,GasA,3588,2,0,4,2,Attchd,2,Y,0,2007-6-1,277000
5350,IR1,1Fam,1940,BrkSide,1966,GasA,2034,1,0,3,0,NA,0,Y,0,2010-5-1,76500
4750,IR1,TwnhsE,2006,Crawfor,2007,GasA,3198,2,0,2,1,Attchd,2,Y,0,2007-12-1,235000
8366,IR1,1Fam,2004,SawyerW,2004,GasA,2438,2,1,3,0,Attchd,2,Y,0,2008-12-1,173000
9350,Reg,1Fam,1964,NAmes,1991,GasA,2604,2,0,3,0,Attchd,1,Y,0,2007-10-1,158000
8400,Reg,1Fam,1957,NAmes,1957,GasA,2628,1,0,3,0,Attchd,1,Y,0,2010-6-1,145000
8738,IR1,1Fam,1999,Gilbert,1999,GasA,3266,2,1,4,1,BuiltIn,2,Y,0,2006-2-1,230000
8814,Reg,1Fam,2006,CollgCr,2006,GasA,3208,2,1,3,1,Attchd,2,Y,0,2009-3-1,220000
12435,Reg,1Fam,2001,CollgCr,2001,GasA,2755,2,1,3,1,Attchd,2,Y,0,2008-5-1,231500
12702,Reg,1Fam,1956,OldTown,1956,GasA,882,1,0,2,0,Detchd,1,Y,0,2008-12-1,97000
19296,Reg,1Fam,1962,NAmes,1962,GasA,2744,1,0,3,1,Attchd,2,Y,0,2009-5-1,176000
9588,IR1,1Fam,2007,CollgCr,2007,GasA,4056,2,1,3,1,BuiltIn,3,Y,0,2007-11-1,276000
8471,IR1,1Fam,1977,Sawyer,1995,GasA,1718,1,0,3,1,Attchd,2,Y,0,2006-7-1,151000
5500,Reg,1Fam,1929,OldTown,2001,GasA,2242,1,0,3,0,Detchd,2,Y,0,2010-4-1,130000
5232,IR3,1Fam,1925,OldTown,2004,GasA,1444,1,0,2,0,Detchd,2,N,0,2008-6-1,73000
12090,IR1,1Fam,1981,NWAmes,1981,GasA,2844,2,0,3,1,Attchd,2,Y,0,2008-6-1,175500
11207,IR1,1Fam,1997,Gilbert,1997,GasA,2313,2,1,3,1,Attchd,2,Y,0,2006-6-1,185000
8400,Reg,1Fam,1939,SWISU,1997,GasA,2912,2,1,4,1,Detchd,1,Y,0,2008-7-1,179500
6900,Reg,1Fam,1940,IDOTRR,1955,GasA,1518,1,0,2,1,Detchd,1,Y,0,2008-2-1,120500
7917,IR1,1Fam,1976,Edwards,1976,GasA,2256,1,1,3,1,Attchd,1,Y,0,2007-5-1,148000
39104,IR1,1Fam,1954,ClearCr,2005,GasA,2748,1,0,2,2,Attchd,2,Y,0,2008-4-1,241500
11764,IR1,1Fam,1999,NoRidge,2007,GasA,3422,2,1,4,1,Attchd,3,Y,0,2010-4-1,290000
9600,Reg,1Fam,1958,NAmes,1988,GasA,2872,2,0,3,1,Attchd,1,Y,0,2009-4-1,139000
8314,Reg,1Fam,1982,Mitchel,1982,GasA,1632,1,0,2,0,Attchd,1,Y,0,2007-6-1,124500
7264,Reg,1Fam,1925,BrkSide,2007,GasW,2500,2,1,3,0,Detchd,2,Y,0,2009-10-1,205000
9196,IR1,1Fam,2003,Mitchel,2003,GasA,3120,2,0,3,0,Attchd,2,Y,0,2010-4-1,201000
19138,Reg,1Fam,1951,Gilbert,1951,GasA,1728,1,0,2,0,Detchd,2,Y,0,2010-6-1,141000
14450,Reg,1Fam,2006,NridgHt,2007,GasA,4242,2,1,3,1,Attchd,3,Y,0,2007-5-1,415298
10005,Reg,1Fam,1977,ClearCr,1977,GasA,3182,2,1,4,1,Attchd,2,Y,0,2008-3-1,192000
11287,Reg,1Fam,1989,SawyerW,1989,GasA,2789,2,1,3,1,Attchd,2,Y,0,2007-1-1,228500
5063,Reg,Twnhs,2007,NridgHt,2008,GasA,2628,2,0,2,1,Attchd,2,Y,0,2009-4-1,207500
9612,Reg,1Fam,2008,Somerst,2009,GasA,2936,2,0,3,1,Attchd,3,Y,0,2009-12-1,244600
8012,Reg,TwnhsE,1992,SawyerW,1992,GasA,3150,2,0,2,0,Attchd,2,Y,0,2007-7-1,179200
9786,IR1,1Fam,1962,NAmes,1981,GasA,2646,1,1,3,1,Attchd,2,Y,0,2006-6-1,159000
8125,IR1,1Fam,1971,NAmes,1971,GasA,1716,1,0,3,0,NA,0,Y,0,2006-6-1,88000
9819,IR1,1Fam,1967,Sawyer,1967,GasA,1782,1,0,3,0,Detchd,1,Y,0,2010-2-1,122000
8730,Reg,1Fam,1915,BrkSide,2003,GasA,2094,1,0,3,0,Detchd,1,Y,0,2007-7-1,153575
15611,Reg,1Fam,2006,CollgCr,2006,GasA,2998,2,1,3,1,Attchd,2,Y,0,2006-7-1,233230
5687,Reg,2fmCon,1912,SWISU,2000,GasA,2496,2,0,6,0,NA,0,N,0,2008-3-1,135900
11409,Reg,1Fam,1949,Edwards,2008,GasA,2484,1,1,3,1,Attchd,1,Y,0,2009-1-1,131000
16659,IR1,1Fam,1977,NWAmes,1994,GasA,3058,2,1,3,1,Attchd,2,Y,0,2006-3-1,235000
9600,Reg,1Fam,1953,NAmes,1953,GasA,3060,1,0,3,2,Attchd,2,Y,0,2009-10-1,167000
7937,IR1,1Fam,1984,Mitchel,1984,GasA,2006,1,0,3,0,Detchd,2,Y,0,2006-3-1,142500
13710,Reg,1Fam,1950,IDOTRR,1950,GasA,2468,1,1,4,0,Attchd,1,Y,0,2007-6-1,152000
11700,Reg,1Fam,1968,NWAmes,1968,GasA,2445,1,2,3,1,Attchd,2,Y,0,2007-6-1,175000
14000,Reg,1Fam,1950,Crawfor,2004,GasA,2244,1,0,3,1,Attchd,1,Y,0,2009-8-1,158500
15750,Reg,2fmCon,1953,Crawfor,1953,GasA,2501,1,0,2,2,Attchd,1,Y,0,2006-6-1,157000
16226,IR3,1Fam,1998,CollgCr,1999,GasA,3480,2,1,4,1,BuiltIn,2,Y,0,2007-5-1,267000
13704,IR1,1Fam,2001,CollgCr,2002,GasA,3082,2,0,3,1,Attchd,3,Y,0,2006-1-1,205000
9800,Reg,1Fam,1972,CollgCr,1972,GasA,1788,1,0,3,0,Attchd,2,Y,0,2006-7-1,149900
18386,Reg,1Fam,1880,OldTown,2002,GasA,4963,3,0,3,1,Attchd,3,Y,0,2008-5-1,295000
10386,Reg,1Fam,2004,CollgCr,2005,GasA,4000,2,0,3,0,Attchd,3,Y,0,2007-7-1,305900
13474,Reg,1Fam,1990,SawyerW,1991,GasA,2943,2,1,4,1,Attchd,3,Y,0,2007-6-1,225000
7920,IR1,1Fam,1920,IDOTRR,1950,GasA,1725,1,0,3,0,NA,0,N,0,2008-3-1,89500
12342,IR1,1Fam,1940,Edwards,1950,GasA,1722,1,0,1,0,Detchd,2,Y,0,2009-3-1,82500
12378,IR1,1Fam,2003,NridgHt,2004,GasA,3840,2,0,3,3,Attchd,3,Y,0,2006-11-1,360000
7685,IR1,1Fam,1993,Gilbert,1994,GasA,2198,2,1,3,1,Attchd,2,Y,0,2006-5-1,165600
8000,Reg,1Fam,1948,NAmes,2002,GasA,1944,1,0,2,1,Detchd,1,Y,0,2009-5-1,132000
7800,Reg,2fmCon,1939,OldTown,1950,GasA,1911,1,0,3,1,Detchd,2,Y,0,2006-5-1,119900
215245,IR3,1Fam,1965,Timber,1965,GasW,4172,2,0,3,2,Attchd,2,Y,0,2009-6-1,375000
9600,Reg,1Fam,1925,OldTown,1990,GasA,2369,1,1,3,1,Detchd,2,Y,0,2006-8-1,178000
7795,IR1,1Fam,2004,Gilbert,2005,GasA,2148,2,1,3,1,Attchd,2,Y,0,2009-7-1,188500
13005,IR1,1Fam,1980,NWAmes,1980,GasA,3198,2,1,4,1,Attchd,2,Y,0,2009-8-1,260000
9900,Reg,1Fam,1993,NoRidge,1993,GasA,3993,2,1,4,1,Attchd,3,Y,0,2009-4-1,260000
14115,Reg,1Fam,1980,NWAmes,1980,GasA,2844,2,0,3,2,Attchd,2,Y,0,2009-6-1,187500
16259,Reg,1Fam,2006,NridgHt,2006,GasA,3845,3,1,4,0,Attchd,3,Y,0,2006-9-1,342643
12099,IR1,1Fam,2004,NridgHt,2004,GasA,3604,2,1,4,1,BuiltIn,3,Y,0,2007-6-1,354000
10380,IR1,1Fam,1986,SawyerW,1987,GasA,4232,2,1,4,1,Attchd,2,Y,0,2007-8-1,301000
5820,Reg,1Fam,1955,OldTown,2005,GasA,2325,1,0,3,0,Attchd,1,Y,0,2006-7-1,126175
11275,Reg,1Fam,1967,NAmes,2007,GasA,3688,2,1,5,1,BuiltIn,2,Y,0,2010-6-1,242000
5000,Reg,1Fam,1941,IDOTRR,1950,GasA,1523,1,0,2,0,Detchd,2,Y,0,2007-12-1,87000
10846,IR1,TwnhsE,1993,Veenker,1993,GasA,3438,1,1,1,2,Attchd,2,Y,0,2008-5-1,324000
11600,Reg,1Fam,1960,NAmes,1960,GasA,2766,1,1,3,0,Attchd,1,Y,0,2006-4-1,145250
11888,IR1,1Fam,1916,BrkSide,1994,GasA,2978,2,0,5,0,Detchd,2,Y,0,2009-7-1,214500
6402,Reg,1Fam,1920,IDOTRR,1950,GasA,1788,1,0,3,0,Detchd,1,N,0,2009-7-1,78000
10624,IR1,Duplex,1964,NAmes,1964,GasA,3456,2,0,6,0,Detchd,1,Y,0,2007-11-1,119000
8176,Reg,1Fam,1958,NAmes,1992,GasA,2112,1,0,3,0,Attchd,1,Y,0,2007-8-1,139000
10655,IR1,1Fam,2003,NridgHt,2004,GasA,4835,2,0,3,1,Attchd,3,Y,0,2009-10-1,284000
8198,Reg,TwnhsE,2004,NridgHt,2004,GasA,2716,2,0,2,1,Attchd,2,Y,0,2008-7-1,207000
9042,IR1,1Fam,1998,Gilbert,1998,GasA,2581,2,1,3,2,Attchd,2,Y,0,2008-7-1,192000
164660,IR1,2fmCon,1965,Timber,1965,GasA,3285,2,0,3,2,Attchd,2,Y,0,2008-8-1,228950
14157,IR1,1Fam,2005,StoneBr,2006,GasA,3844,2,0,3,1,Attchd,3,Y,0,2007-7-1,377426
9135,Reg,1Fam,2002,CollgCr,2003,GasA,3072,2,0,3,0,Attchd,2,Y,0,2008-12-1,214000
14145,Reg,1Fam,1984,NWAmes,1998,GasA,2829,2,0,3,0,Attchd,2,Y,0,2006-5-1,202500
12400,IR1,1Fam,1958,NAmes,1998,GasA,2430,1,0,3,0,Attchd,1,Y,0,2009-6-1,155000
14191,Reg,1Fam,2002,Timber,2002,GasA,2875,2,1,4,0,Attchd,2,Y,0,2010-4-1,202900
8400,Reg,1Fam,1950,SawyerW,1950,GasA,1562,1,0,2,0,CarPort,1,N,0,2009-9-1,82000
8544,Reg,Duplex,1949,NAmes,1950,Wall,1040,2,0,2,0,Detchd,2,Y,0,2006-5-1,87500
8849,IR1,TwnhsE,2005,NridgHt,2005,GasA,3368,2,0,2,1,Attchd,2,Y,0,2008-7-1,266000
2592,Reg,TwnhsE,1976,MeadowV,1976,GasA,1648,1,1,3,0,Attchd,1,Y,0,2010-4-1,85000
6435,Reg,1Fam,1939,BrkSide,1950,GasA,2549,1,0,3,1,Detchd,1,Y,0,2006-10-1,140200
12772,IR1,1Fam,1960,NAmes,1998,GasA,1916,1,0,2,0,Attchd,1,Y,0,2007-4-1,151500
17600,IR1,1Fam,1960,NAmes,1960,GasA,2956,2,0,3,2,Attchd,2,Y,0,2009-12-1,157500
2448,Reg,Twnhs,2003,NridgHt,2004,GasA,2390,2,1,2,0,BuiltIn,2,Y,0,2008-10-1,154000
20431,IR2,1Fam,2005,NridgHt,2006,GasA,4576,2,1,4,2,Attchd,3,Y,0,2006-4-1,437154
7820,IR1,TwnhsE,2007,NridgHt,2007,GasA,3738,2,0,2,1,Attchd,2,Y,0,2007-12-1,318061
5271,IR1,1Fam,1986,ClearCr,1986,GasA,2906,1,1,2,1,Attchd,2,Y,0,2006-12-1,190000
9084,Reg,1Fam,1941,Edwards,1950,GasA,1727,1,0,3,0,Detchd,1,Y,0,2008-3-1,95000
8520,Reg,1Fam,1928,OldTown,2003,GasA,1344,1,0,2,0,Detchd,2,Y,0,2010-5-1,105900
8400,Reg,1Fam,1940,SWISU,2000,GasA,2535,1,0,2,2,Attchd,1,Y,0,2006-6-1,140000
11249,IR2,1Fam,1995,CollgCr,1995,GasA,2400,2,0,3,0,Attchd,2,Y,0,2007-8-1,177500
9248,IR1,1Fam,1992,Gilbert,1992,GasA,2325,2,0,3,0,Attchd,2,Y,0,2009-7-1,173000
4224,Reg,TwnhsE,1976,MeadowV,1976,GasA,2284,1,1,3,1,Attchd,2,Y,0,2007-8-1,134000
6930,IR1,1Fam,1958,ClearCr,1958,GasA,2414,1,0,3,0,BuiltIn,1,Y,0,2006-7-1,130000
12011,IR1,1Fam,1998,NoRidge,1998,GasA,3010,2,1,3,1,Attchd,2,Y,0,2006-6-1,280000
7540,IR1,1Fam,1978,Mitchel,1978,GasA,1800,1,0,2,1,Attchd,2,Y,0,2007-6-1,156000
9144,Reg,1Fam,1940,BrkSide,1982,GasA,2388,1,0,3,0,Detchd,1,N,0,2008-7-1,145000
7301,Reg,1Fam,2003,Edwards,2003,GasA,1922,3,0,4,1,BuiltIn,2,Y,0,2009-7-1,198500
1680,Reg,Twnhs,1972,BrDale,2007,GasA,1470,1,1,2,0,Detchd,1,Y,0,2009-5-1,118000
18800,IR1,1Fam,1976,NWAmes,1976,GasA,2370,2,1,3,1,Attchd,2,Y,0,2006-7-1,190000
10690,Reg,1Fam,1920,IDOTRR,1997,GasA,2016,1,0,3,0,Detchd,1,Y,0,2009-7-1,147000
9500,IR1,1Fam,1963,NAmes,1963,GasA,2788,1,1,3,2,Attchd,2,Y,0,2009-7-1,159000
9150,IR1,1Fam,1962,NAmes,1962,GasA,2530,1,0,3,1,Basment,1,Y,0,2008-12-1,165000
7800,Reg,1Fam,1954,NAmes,1954,GasA,2536,1,0,2,1,Attchd,1,Y,0,2010-3-1,132000
9830,IR1,1Fam,1959,NAmes,2006,GasA,2350,1,0,3,1,Detchd,2,Y,0,2010-3-1,162000
8121,IR1,1Fam,2000,Gilbert,2000,GasA,2617,2,1,3,1,Attchd,2,Y,0,2006-1-1,172400
17120,Reg,1Fam,1959,ClearCr,1959,GasA,1588,2,0,4,1,Detchd,2,N,0,2008-7-1,134432
7175,Reg,TwnhsE,1984,SawyerW,1984,GasA,1496,1,0,2,0,Attchd,1,Y,0,2010-2-1,125000
10634,Reg,1Fam,1953,NAmes,1953,GasA,1927,1,0,3,0,Attchd,1,Y,0,2009-11-1,123000
8200,Reg,1Fam,2003,CollgCr,2004,GasA,2775,2,1,4,1,BuiltIn,2,Y,0,2007-7-1,219500
8846,IR1,1Fam,1996,CollgCr,1996,GasA,1784,1,0,2,0,Detchd,2,Y,0,2006-7-1,148000
11394,Reg,1Fam,2010,StoneBr,2010,GasA,3712,1,1,1,1,Attchd,3,Y,0,2010-6-1,394432
8123,IR1,1Fam,2000,Gilbert,2000,GasA,2782,2,1,3,1,Attchd,2,Y,0,2009-6-1,179000
5000,Reg,1Fam,1924,SWISU,1950,GasA,2717,2,0,3,1,Detchd,1,Y,0,2010-5-1,127000
9245,IR1,1Fam,2006,CollgCr,2006,GasA,2736,2,1,3,0,Attchd,2,Y,0,2007-4-1,213500
9000,Reg,1Fam,1928,SawyerW,1950,GasA,1568,1,0,2,0,Detchd,2,N,0,2009-10-1,76000
53107,IR2,1Fam,1992,ClearCr,1992,GasA,3533,2,1,3,2,Attchd,2,Y,0,2007-6-1,240000
3182,Reg,TwnhsE,2004,Blmngtn,2005,GasA,2525,2,0,2,1,Attchd,2,Y,0,2010-4-1,192000
8410,Reg,1Fam,1910,Edwards,1996,GasA,1842,1,0,5,0,NA,0,N,0,2006-5-1,81000
7200,Reg,1Fam,1976,Edwards,1976,GasA,2166,1,0,3,1,Detchd,1,Y,0,2009-10-1,125000
9382,IR1,1Fam,1999,CollgCr,2000,GasA,2947,2,0,3,0,Attchd,2,Y,0,2008-7-1,191000
12474,Reg,1Fam,2007,NridgHt,2008,GasA,4014,2,1,3,1,BuiltIn,3,Y,0,2008-8-1,426000
8405,Reg,1Fam,1900,Edwards,1950,GasA,2228,1,0,4,0,Detchd,1,Y,0,2008-4-1,119000
12209,IR1,1Fam,2001,Mitchel,2002,GasA,2765,2,1,3,1,BuiltIn,2,Y,0,2009-6-1,215000
8339,IR1,1Fam,1959,NAmes,1959,GasA,882,1,0,3,0,Attchd,1,Y,0,2007-7-1,106500
7446,Reg,1Fam,1941,BrkSide,1950,GasA,1576,1,0,2,2,NA,0,Y,0,2006-4-1,100000
10134,Reg,1Fam,1940,OldTown,1950,GasA,1769,1,0,2,0,Detchd,1,Y,0,2007-7-1,109000
9571,Reg,1Fam,1956,Edwards,1956,GasA,2288,1,0,3,0,Attchd,1,Y,0,2010-6-1,129000
7200,Reg,1Fam,1972,CollgCr,1972,GasA,1788,1,0,2,0,Detchd,2,Y,0,2009-9-1,123000
7590,Reg,1Fam,1962,NAmes,1962,GasA,2676,2,0,4,1,Attchd,1,Y,0,2007-7-1,169500
8967,Reg,1Fam,1920,IDOTRR,1950,GasA,2038,1,0,2,0,Detchd,1,N,0,2007-11-1,67000
14963,IR2,TwnhsE,1996,Veenker,1996,GasA,2548,1,1,1,2,Attchd,2,Y,0,2008-12-1,245500
8767,IR1,1Fam,2005,CollgCr,2005,GasA,2620,2,0,3,1,Attchd,2,Y,0,2006-7-1,164990
10200,Reg,1Fam,1940,Sawyer,1997,GasA,1344,1,0,2,0,Detchd,1,N,0,2008-8-1,108000
12090,Reg,1Fam,1998,NoRidge,1998,GasA,3404,2,1,4,1,BuiltIn,2,Y,0,2006-7-1,258000
10364,IR1,1Fam,1995,Gilbert,1996,GasA,2378,2,1,3,1,BuiltIn,2,Y,0,2007-5-1,168000
9991,IR1,1Fam,1976,Sawyer,1993,GasA,2901,2,0,3,1,Attchd,2,Y,0,2009-6-1,150000
10480,Reg,1Fam,1936,SWISU,1950,GasA,2703,1,0,3,0,Detchd,1,Y,0,2008-3-1,115000
15576,Reg,1Fam,1915,Crawfor,1976,GasA,2520,2,0,4,0,Attchd,1,Y,0,2008-3-1,177000
14154,Reg,1Fam,2006,NridgHt,2006,GasA,3235,2,1,3,1,Attchd,3,Y,0,2007-8-1,280000
9571,Reg,1Fam,1958,Edwards,1958,GasA,2552,1,0,3,0,Attchd,1,Y,0,2009-6-1,60000
34650,Reg,2fmCon,1955,Gilbert,1955,GasA,2112,1,0,3,0,Attchd,2,Y,0,2006-1-1,145000
8960,Reg,1Fam,1927,OldTown,1950,GasA,2036,1,0,2,1,Detchd,2,Y,0,2010-3-1,115000
11228,IR2,1Fam,1993,SawyerW,1993,GasA,3177,2,1,3,1,Attchd,3,Y,0,2008-12-1,228000
8899,IR1,1Fam,2007,Gilbert,2007,GasA,2680,2,0,3,0,Attchd,2,Y,0,2007-8-1,181134
7844,Reg,1Fam,1978,Sawyer,1978,GasA,2072,1,1,3,1,Attchd,2,Y,0,2006-3-1,149500
22420,IR1,1Fam,1918,Crawfor,1950,GasW,3994,2,1,4,1,Detchd,3,N,0,2007-11-1,239000
8160,Reg,1Fam,1940,Edwards,1950,GasA,1890,1,1,3,0,Detchd,1,P,0,2007-4-1,126000
8450,Reg,1Fam,1968,NAmes,1968,GasA,2112,1,0,3,1,Attchd,1,Y,0,2010-7-1,142000
7060,Reg,Duplex,1997,Mitchel,1998,GasA,2688,2,0,2,0,Attchd,4,Y,0,2008-11-1,206300
16635,IR1,1Fam,1977,NWAmes,2000,GasA,3204,2,0,3,1,Attchd,2,Y,0,2009-6-1,215000
21750,Reg,1Fam,1954,Mitchel,1954,GasA,1976,1,0,2,0,Attchd,2,N,0,2008-2-1,113000
9200,Reg,1Fam,1998,NoRidge,1998,GasA,4100,2,1,4,1,Attchd,3,Y,0,2008-6-1,315000
9000,Reg,1Fam,1956,NAmes,1956,GasA,2392,1,0,2,1,Attchd,1,Y,0,2008-5-1,139000
3378,Reg,1Fam,1946,OldTown,1992,GasA,2040,1,1,3,2,Detchd,1,P,0,2009-9-1,135000
12800,Reg,1Fam,1989,SawyerW,1989,GasA,3162,2,0,2,1,Attchd,2,Y,0,2009-8-1,275000
8593,IR1,1Fam,1957,NAmes,1957,GasA,1814,1,0,3,0,Detchd,1,Y,0,2008-7-1,109008
6762,Reg,1Fam,2007,CollgCr,2007,GasA,2416,2,0,2,0,Attchd,2,Y,0,2007-9-1,195400
11457,IR1,1Fam,1988,Timber,1988,GasA,2804,2,0,3,1,Attchd,2,Y,0,2009-3-1,175000
1680,Reg,Twnhs,1971,BrDale,1971,GasA,1470,1,1,2,0,Detchd,1,Y,0,2008-7-1,85400
5586,IR1,1Fam,1920,OldTown,1998,GasA,2099,1,0,4,0,NA,0,N,0,2008-9-1,79900
1920,Reg,TwnhsE,1971,BrDale,1971,GasA,2130,1,1,2,0,Detchd,2,Y,0,2007-8-1,122500
10839,IR1,1Fam,1997,Gilbert,1998,GasA,2530,2,1,3,1,Attchd,2,Y,0,2008-7-1,181000
1890,Reg,Twnhs,1972,MeadowV,1972,GasA,1260,1,0,1,0,NA,0,Y,0,2008-6-1,81000
10667,IR2,1Fam,1996,CollgCr,1996,GasA,2460,2,1,3,1,Attchd,2,Y,0,2009-4-1,212000
4400,Reg,1Fam,1920,OldTown,1950,GasA,1766,1,0,2,0,Detchd,2,Y,0,2006-10-1,116000
6000,Reg,1Fam,1926,BrkSide,2004,GasA,1788,1,0,2,0,Detchd,1,Y,0,2009-1-1,119000
4280,Reg,1Fam,1913,Crawfor,2002,GasA,1134,1,0,2,1,Detchd,1,P,0,2007-3-1,90350
12354,Reg,1Fam,1920,Edwards,2000,GasA,1880,1,0,3,0,Detchd,2,Y,0,2009-8-1,110000
15431,Reg,1Fam,2008,NridgHt,2008,GasA,5496,2,0,2,2,Attchd,3,Y,0,2009-4-1,555000
12108,Reg,Duplex,1955,Edwards,1955,GasA,2880,2,0,4,0,NA,0,Y,0,2008-9-1,118000
6240,Reg,1Fam,1930,BrkSide,1992,GasA,2651,2,0,3,1,Detchd,2,P,0,2008-6-1,162900
3922,Reg,TwnhsE,2006,Blmngtn,2007,GasA,2516,2,0,2,1,Attchd,3,Y,0,2007-6-1,172500
8750,Reg,1Fam,1994,CollgCr,1995,GasA,2823,2,1,4,1,Attchd,2,Y,0,2008-7-1,210000
9855,Reg,1Fam,1956,Edwards,1956,GasA,3125,1,0,3,1,Attchd,2,Y,0,2009-11-1,127500
16492,IR1,1Fam,1966,NAmes,2002,GasA,3405,2,1,2,1,Attchd,2,Y,0,2010-6-1,190000
11214,IR1,1Fam,1998,Gilbert,1999,GasA,2816,2,1,4,1,Attchd,2,Y,0,2006-7-1,199900
8600,Reg,1Fam,1937,IDOTRR,1950,GasA,2156,2,0,3,1,Detchd,1,N,0,2006-6-1,119500
6000,Reg,1Fam,1948,OldTown,2002,GasA,1832,1,1,2,0,Detchd,1,Y,0,2007-6-1,120000
5684,Reg,1Fam,1930,OldTown,2005,GasA,1626,1,0,2,0,Detchd,1,N,0,2006-6-1,110000
70761,IR1,1Fam,1975,ClearCr,1975,GasA,3066,2,0,2,2,Attchd,2,Y,0,2006-12-1,280000
9303,IR1,1Fam,1996,Timber,1997,GasA,2628,2,1,3,0,Attchd,2,Y,0,2007-7-1,204000
9297,Reg,Duplex,1976,Mitchel,1976,GasA,3456,2,0,4,0,Detchd,2,Y,0,2006-7-1,188000
9600,Reg,1Fam,1973,NWAmes,1973,GasA,2484,1,1,3,1,Attchd,2,Y,0,2007-9-1,175500
4571,Reg,1Fam,1916,OldTown,1950,GasA,1968,1,0,4,0,Detchd,3,Y,0,2008-5-1,98000
53227,IR1,1Fam,1954,ClearCr,1994,GasA,3027,1,0,2,2,Attchd,2,Y,0,2008-3-1,256000
5100,Reg,1Fam,1925,OldTown,1996,GasA,2254,1,0,3,1,Detchd,1,Y,0,2008-6-1,161000
7015,IR1,1Fam,1950,BrkSide,1950,GasA,1912,1,0,3,1,Detchd,1,Y,0,2009-7-1,110000
7200,Reg,1Fam,1936,SWISU,2007,GasA,1695,1,0,3,0,Detchd,2,Y,0,2009-4-1,155000
8281,IR1,1Fam,1965,Sawyer,1965,GasA,1728,1,0,3,1,Detchd,1,Y,0,2009-12-1,62383
11988,IR1,1Fam,1934,Crawfor,1995,GasA,2375,1,1,3,1,Detchd,1,Y,0,2008-8-1,188700
8430,Reg,1Fam,1978,CollgCr,1978,GasA,2080,2,0,3,0,NA,0,Y,0,2009-8-1,124000
3072,Reg,TwnhsE,2004,Blmngtn,2004,GasA,2789,2,0,2,1,Attchd,2,Y,0,2006-5-1,178740
10628,Reg,1Fam,1970,NAmes,1970,GasA,2554,1,0,2,1,Attchd,2,Y,0,2007-4-1,167000
9480,Reg,1Fam,1942,NAmes,1995,GasA,2372,1,1,3,2,Attchd,1,Y,0,2007-6-1,146500
11428,IR1,1Fam,2006,NridgHt,2006,GasA,3260,2,0,3,1,Attchd,3,Y,0,2007-5-1,250000
9291,IR1,1Fam,1993,SawyerW,1993,GasA,2542,2,1,3,0,Attchd,2,Y,0,2008-6-1,187000
6820,IR1,TwnhsE,1985,StoneBr,1985,GasA,2990,1,1,1,0,Attchd,2,Y,0,2010-6-1,212000
11952,Reg,1Fam,1977,NWAmes,1977,GasA,2777,2,1,3,1,Attchd,2,Y,0,2007-11-1,190000
3675,Reg,TwnhsE,2005,Edwards,2005,GasA,1619,1,0,2,0,Basment,2,Y,0,2008-6-1,148000
14977,IR1,1Fam,2006,NridgHt,2007,GasA,3952,2,0,2,1,Attchd,3,Y,0,2007-7-1,440000
5330,Reg,TwnhsE,2000,StoneBr,2000,GasA,3146,2,0,2,0,Attchd,2,Y,0,2007-8-1,251000
8480,Reg,1Fam,1963,Sawyer,1963,GasA,1940,1,0,2,0,Detchd,2,Y,0,2007-7-1,132500
13125,Reg,1Fam,1997,CollgCr,1998,GasA,2971,2,0,3,1,Attchd,2,Y,0,2008-4-1,208900
13693,Reg,1Fam,2006,NridgHt,2006,GasA,4796,2,1,3,1,BuiltIn,3,Y,0,2007-3-1,380000
10637,Reg,1Fam,2007,CollgCr,2008,GasA,3423,2,0,3,1,Attchd,3,Y,0,2009-9-1,297000
5925,Reg,1Fam,1937,OldTown,2000,GasA,2038,1,0,2,0,Detchd,2,Y,0,2007-3-1,89471
16033,IR1,1Fam,2004,NridgHt,2005,GasA,3683,2,0,3,1,Attchd,3,Y,0,2006-3-1,326000
11846,IR1,1Fam,2003,NridgHt,2004,GasA,3584,2,0,2,1,Attchd,3,Y,0,2006-8-1,374000
2500,Reg,1Fam,1915,OldTown,2005,GasA,2736,1,1,4,1,Attchd,1,Y,0,2009-6-1,155000
